name,TSID,throw_in_leg,turn_in_leg,dart_in_turn,ind,pbt,points_before_turn,points,segment_hit,triple,wonprevious,is_throw2,is_throw3
Phil Taylor,56,7,3,1,t1pt,227,227,20,20,0,0,0,0
Phil Taylor,56,8,3,2,t2pt,207,227,15,T5,0,0,1,0
Phil Taylor,56,9,3,3,t3pt,192,227,57,T19,1,0,0,1
Phil Taylor,57,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,57,2,1,2,t2pt,481,501,20,20,0,0,1,0
Phil Taylor,57,3,1,3,t3pt,461,501,19,19,0,0,0,1
Phil Taylor,57,4,2,1,t1pt,442,442,20,20,0,0,0,0
Phil Taylor,57,5,2,2,t2pt,422,442,5,5,0,0,1,0
Phil Taylor,57,6,2,3,t3pt,417,442,19,19,0,0,0,1
Phil Taylor,57,7,3,1,t1pt,398,398,60,T20,1,0,0,0
Phil Taylor,57,8,3,2,t2pt,338,398,15,T5,0,0,1,0
Phil Taylor,57,9,3,3,t3pt,323,398,20,20,0,0,0,1
Phil Taylor,57,10,4,1,t1pt,303,303,20,20,0,0,0,0
Phil Taylor,57,11,4,2,t2pt,283,303,60,T20,1,0,1,0
Phil Taylor,57,12,4,3,t3pt,223,303,60,T20,1,0,0,1
Phil Taylor,58,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,58,2,1,2,t2pt,441,501,19,19,0,0,1,0
Phil Taylor,58,3,1,3,t3pt,422,501,19,19,0,0,0,1
Phil Taylor,58,4,2,1,t1pt,403,403,20,20,0,0,0,0
Phil Taylor,58,5,2,2,t2pt,383,403,20,20,0,0,1,0
Phil Taylor,58,6,2,3,t3pt,363,403,20,20,0,0,0,1
Phil Taylor,58,7,3,1,t1pt,343,343,20,20,0,0,0,0
Phil Taylor,58,8,3,2,t2pt,323,343,20,20,0,0,1,0
Phil Taylor,58,9,3,3,t3pt,303,343,20,20,0,0,0,1
Phil Taylor,58,10,4,1,t1pt,283,283,60,T20,1,0,0,0
Phil Taylor,58,11,4,2,t2pt,223,283,20,20,0,0,1,0
Phil Taylor,58,12,4,3,t3pt,203,283,57,T19,1,0,0,1
Phil Taylor,59,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,59,2,1,2,t2pt,441,501,20,20,0,0,1,0
Phil Taylor,59,3,1,3,t3pt,421,501,19,19,0,0,0,1
Phil Taylor,59,4,2,1,t1pt,402,402,60,T20,1,0,0,0
Phil Taylor,59,5,2,2,t2pt,342,402,20,20,0,0,1,0
Phil Taylor,59,6,2,3,t3pt,322,402,60,T20,1,0,0,1
Phil Taylor,59,7,3,1,t1pt,262,262,5,5,0,0,0,0
Phil Taylor,59,8,3,2,t2pt,257,262,60,T20,1,0,1,0
Phil Taylor,59,9,3,3,t3pt,197,262,20,20,0,0,0,1
Phil Taylor,60,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,60,2,1,2,t2pt,441,501,20,20,0,0,1,0
Phil Taylor,60,3,1,3,t3pt,421,501,57,T19,1,0,0,1
Phil Taylor,60,4,2,1,t1pt,364,364,20,20,0,0,0,0
Phil Taylor,60,5,2,2,t2pt,344,364,60,T20,1,0,1,0
Phil Taylor,60,6,2,3,t3pt,284,364,20,20,0,0,0,1
Phil Taylor,60,7,3,1,t1pt,264,264,20,20,0,0,0,0
Phil Taylor,60,8,3,2,t2pt,244,264,60,T20,1,0,1,0
Phil Taylor,60,9,3,3,t3pt,184,264,20,20,0,0,0,1
Phil Taylor,61,1,1,1,t1pt,501,501,20,20,0,1,0,0
Phil Taylor,61,2,1,2,t2pt,481,501,20,20,0,1,1,0
Phil Taylor,61,3,1,3,t3pt,461,501,20,20,0,1,0,1
Phil Taylor,61,4,2,1,t1pt,441,441,20,20,0,1,0,0
Phil Taylor,61,5,2,2,t2pt,421,441,20,20,0,1,1,0
Phil Taylor,61,6,2,3,t3pt,401,441,57,T19,1,1,0,1
Phil Taylor,61,7,3,1,t1pt,344,344,60,T20,1,1,0,0
Phil Taylor,61,8,3,2,t2pt,284,344,3,T1,0,1,1,0
Phil Taylor,61,9,3,3,t3pt,281,344,20,20,0,1,0,1
Phil Taylor,61,10,4,1,t1pt,261,261,60,T20,1,1,0,0
Phil Taylor,61,11,4,2,t2pt,201,261,60,T20,1,1,1,0
Phil Taylor,62,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,62,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,62,3,1,3,t3pt,381,501,15,T5,0,1,0,1
Phil Taylor,62,4,2,1,t1pt,366,366,3,T1,0,1,0,0
Phil Taylor,62,5,2,2,t2pt,363,366,60,T20,1,1,1,0
Phil Taylor,62,6,2,3,t3pt,303,366,20,20,0,1,0,1
Phil Taylor,62,7,3,1,t1pt,283,283,60,T20,1,1,0,0
Phil Taylor,62,8,3,2,t2pt,223,283,20,20,0,1,1,0
Phil Taylor,62,9,3,3,t3pt,203,283,19,19,0,1,0,1
Phil Taylor,62,10,4,1,t1pt,184,184,60,T20,1,1,0,0
Phil Taylor,63,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,63,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Phil Taylor,63,3,1,3,t3pt,421,501,20,20,0,0,0,1
Phil Taylor,63,4,2,1,t1pt,401,401,20,20,0,0,0,0
Phil Taylor,63,5,2,2,t2pt,381,401,60,T20,1,0,1,0
Phil Taylor,63,6,2,3,t3pt,321,401,20,20,0,0,0,1
Phil Taylor,63,7,3,1,t1pt,301,301,20,20,0,0,0,0
Phil Taylor,63,8,3,2,t2pt,281,301,20,20,0,0,1,0
Phil Taylor,63,9,3,3,t3pt,261,301,5,5,0,0,0,1
Phil Taylor,63,10,4,1,t1pt,256,256,60,T20,1,0,0,0
Phil Taylor,63,11,4,2,t2pt,196,256,60,T20,1,0,1,0
Phil Taylor,64,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,64,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Phil Taylor,64,3,1,3,t3pt,421,501,60,T20,1,0,0,1
Phil Taylor,64,4,2,1,t1pt,361,361,20,20,0,0,0,0
Phil Taylor,64,5,2,2,t2pt,341,361,60,T20,1,0,1,0
Phil Taylor,64,6,2,3,t3pt,281,361,20,20,0,0,0,1
Phil Taylor,64,7,3,1,t1pt,261,261,60,T20,1,0,0,0
Phil Taylor,64,8,3,2,t2pt,201,261,20,20,0,0,1,0
Phil Taylor,64,9,3,3,t3pt,181,261,20,20,0,0,0,1
Phil Taylor,65,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,65,2,1,2,t2pt,441,501,1,1,0,0,1,0
Phil Taylor,65,3,1,3,t3pt,440,501,20,20,0,0,0,1
Phil Taylor,65,4,2,1,t1pt,420,420,60,T20,1,0,0,0
Phil Taylor,65,5,2,2,t2pt,360,420,20,20,0,0,1,0
Phil Taylor,65,6,2,3,t3pt,340,420,20,20,0,0,0,1
Phil Taylor,65,7,3,1,t1pt,320,320,20,20,0,0,0,0
Phil Taylor,65,8,3,2,t2pt,300,320,20,20,0,0,1,0
Phil Taylor,65,9,3,3,t3pt,280,320,20,20,0,0,0,1
Phil Taylor,65,10,4,1,t1pt,260,260,20,20,0,0,0,0
Phil Taylor,65,11,4,2,t2pt,240,260,60,T20,1,0,1,0
Phil Taylor,65,12,4,3,t3pt,180,260,20,20,0,0,0,1
Phil Taylor,66,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,66,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,66,3,1,3,t3pt,381,501,60,T20,1,1,0,1
Phil Taylor,66,4,2,1,t1pt,321,321,60,T20,1,1,0,0
Phil Taylor,66,5,2,2,t2pt,261,321,60,T20,1,1,1,0
Phil Taylor,66,6,2,3,t3pt,201,321,5,5,0,1,0,1
Phil Taylor,66,7,3,1,t1pt,196,196,20,20,0,1,0,0
Phil Taylor,67,1,1,1,t1pt,501,501,20,20,0,1,0,0
Phil Taylor,67,2,1,2,t2pt,481,501,19,19,0,1,1,0
Phil Taylor,67,3,1,3,t3pt,462,501,19,19,0,1,0,1
Phil Taylor,67,4,2,1,t1pt,443,443,20,20,0,1,0,0
Phil Taylor,67,5,2,2,t2pt,423,443,20,20,0,1,1,0
Phil Taylor,67,6,2,3,t3pt,403,443,60,T20,1,1,0,1
Phil Taylor,67,7,3,1,t1pt,343,343,20,20,0,1,0,0
Phil Taylor,67,8,3,2,t2pt,323,343,20,20,0,1,1,0
Phil Taylor,67,9,3,3,t3pt,303,343,19,19,0,1,0,1
Phil Taylor,67,10,4,1,t1pt,284,284,60,T20,1,1,0,0
Phil Taylor,67,11,4,2,t2pt,224,284,20,20,0,1,1,0
Phil Taylor,67,12,4,3,t3pt,204,284,20,20,0,1,0,1
Phil Taylor,67,13,5,1,t1pt,184,184,20,20,0,1,0,0
Phil Taylor,68,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,68,2,1,2,t2pt,441,501,60,T20,1,0,1,0
Phil Taylor,68,3,1,3,t3pt,381,501,19,19,0,0,0,1
Phil Taylor,68,4,2,1,t1pt,362,362,60,T20,1,0,0,0
Phil Taylor,68,5,2,2,t2pt,302,362,60,T20,1,0,1,0
Phil Taylor,68,6,2,3,t3pt,242,362,60,T20,1,0,0,1
Phil Taylor,68,7,3,1,t1pt,182,182,60,T20,1,0,0,0
Phil Taylor,69,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,69,2,1,2,t2pt,441,501,20,20,0,1,1,0
Phil Taylor,69,3,1,3,t3pt,421,501,20,20,0,1,0,1
Phil Taylor,69,4,2,1,t1pt,401,401,60,T20,1,1,0,0
Phil Taylor,69,5,2,2,t2pt,341,401,20,20,0,1,1,0
Phil Taylor,69,6,2,3,t3pt,321,401,60,T20,1,1,0,1
Phil Taylor,69,7,3,1,t1pt,261,261,20,20,0,1,0,0
Phil Taylor,69,8,3,2,t2pt,241,261,20,20,0,1,1,0
Phil Taylor,69,9,3,3,t3pt,221,261,60,T20,1,1,0,1
Phil Taylor,70,1,1,1,t1pt,501,501,3,T1,0,1,0,0
Phil Taylor,70,2,1,2,t2pt,498,501,60,T20,1,1,1,0
Phil Taylor,70,3,1,3,t3pt,438,501,60,T20,1,1,0,1
Phil Taylor,70,4,2,1,t1pt,378,378,20,20,0,1,0,0
Phil Taylor,70,5,2,2,t2pt,358,378,60,T20,1,1,1,0
Phil Taylor,70,6,2,3,t3pt,298,378,60,T20,1,1,0,1
Phil Taylor,70,7,3,1,t1pt,238,238,60,T20,1,1,0,0
Phil Taylor,71,1,1,1,t1pt,501,501,20,20,0,1,0,0
Phil Taylor,71,2,1,2,t2pt,481,501,60,T20,1,1,1,0
Phil Taylor,71,3,1,3,t3pt,421,501,60,T20,1,1,0,1
Phil Taylor,71,4,2,1,t1pt,361,361,60,T20,1,1,0,0
Phil Taylor,71,5,2,2,t2pt,301,361,20,20,0,1,1,0
Phil Taylor,71,6,2,3,t3pt,281,361,60,T20,1,1,0,1
Phil Taylor,71,7,3,1,t1pt,221,221,20,20,0,1,0,0
Phil Taylor,71,8,3,2,t2pt,201,221,60,T20,1,1,1,0
Phil Taylor,72,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,72,2,1,2,t2pt,481,501,20,20,0,0,1,0
Phil Taylor,72,3,1,3,t3pt,461,501,60,T20,1,0,0,1
Phil Taylor,72,4,2,1,t1pt,401,401,60,T20,1,0,0,0
Phil Taylor,72,5,2,2,t2pt,341,401,20,20,0,0,1,0
Phil Taylor,72,6,2,3,t3pt,321,401,60,T20,1,0,0,1
Phil Taylor,72,7,3,1,t1pt,261,261,20,20,0,0,0,0
Phil Taylor,72,8,3,2,t2pt,241,261,20,20,0,0,1,0
Phil Taylor,72,9,3,3,t3pt,221,261,57,T19,1,0,0,1
Phil Taylor,73,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,73,2,1,2,t2pt,441,501,20,20,0,1,1,0
Phil Taylor,73,3,1,3,t3pt,421,501,57,T19,1,1,0,1
Phil Taylor,73,4,2,1,t1pt,364,364,60,T20,1,1,0,0
Phil Taylor,73,5,2,2,t2pt,304,364,20,20,0,1,1,0
Phil Taylor,73,6,2,3,t3pt,284,364,60,T20,1,1,0,1
Phil Taylor,73,7,3,1,t1pt,224,224,20,20,0,1,0,0
Phil Taylor,73,8,3,2,t2pt,204,224,60,T20,1,1,1,0
Phil Taylor,74,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,74,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,74,3,1,3,t3pt,381,501,20,20,0,1,0,1
Phil Taylor,74,4,2,1,t1pt,361,361,60,T20,1,1,0,0
Phil Taylor,74,5,2,2,t2pt,301,361,60,T20,1,1,1,0
Phil Taylor,74,6,2,3,t3pt,241,361,20,20,0,1,0,1
Phil Taylor,74,7,3,1,t1pt,221,221,60,T20,1,1,0,0
Phil Taylor,75,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,75,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,75,3,1,3,t3pt,381,501,20,20,0,1,0,1
Phil Taylor,75,4,2,1,t1pt,361,361,60,T20,1,1,0,0
Phil Taylor,75,5,2,2,t2pt,301,361,60,T20,1,1,1,0
Phil Taylor,75,6,2,3,t3pt,241,361,60,T20,1,1,0,1
Phil Taylor,75,7,3,1,t1pt,181,181,20,20,0,1,0,0
Phil Taylor,76,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,76,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,76,3,1,3,t3pt,381,501,20,20,0,1,0,1
Phil Taylor,76,4,2,1,t1pt,361,361,20,20,0,1,0,0
Phil Taylor,76,5,2,2,t2pt,341,361,20,20,0,1,1,0
Phil Taylor,76,6,2,3,t3pt,321,361,19,19,0,1,0,1
Phil Taylor,76,7,3,1,t1pt,302,302,20,20,0,1,0,0
Phil Taylor,76,8,3,2,t2pt,282,302,57,T19,1,1,1,0
Phil Taylor,76,9,3,3,t3pt,225,302,18,18,0,1,0,1
Phil Taylor,76,10,4,1,t1pt,207,207,20,20,0,1,0,0
Phil Taylor,76,11,4,2,t2pt,187,207,20,20,0,1,1,0
Phil Taylor,77,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,77,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,77,3,1,3,t3pt,381,501,19,19,0,1,0,1
Phil Taylor,77,4,2,1,t1pt,362,362,20,20,0,1,0,0
Phil Taylor,77,5,2,2,t2pt,342,362,60,T20,1,1,1,0
Phil Taylor,77,6,2,3,t3pt,282,362,20,20,0,1,0,1
Phil Taylor,77,7,3,1,t1pt,262,262,3,T1,0,1,0,0
Phil Taylor,77,8,3,2,t2pt,259,262,60,T20,1,1,1,0
Phil Taylor,77,9,3,3,t3pt,199,262,20,20,0,1,0,1
Phil Taylor,78,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,78,2,1,2,t2pt,481,501,19,19,0,0,1,0
Phil Taylor,78,3,1,3,t3pt,462,501,19,19,0,0,0,1
Phil Taylor,78,4,2,1,t1pt,443,443,20,20,0,0,0,0
Phil Taylor,78,5,2,2,t2pt,423,443,20,20,0,0,1,0
Phil Taylor,78,6,2,3,t3pt,403,443,60,T20,1,0,0,1
Phil Taylor,78,7,3,1,t1pt,343,343,20,20,0,0,0,0
Phil Taylor,78,8,3,2,t2pt,323,343,20,20,0,0,1,0
Phil Taylor,78,9,3,3,t3pt,303,343,60,T20,1,0,0,1
Phil Taylor,78,10,4,1,t1pt,243,243,20,20,0,0,0,0
Phil Taylor,78,11,4,2,t2pt,223,243,60,T20,1,0,1,0
Phil Taylor,79,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,79,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Phil Taylor,79,3,1,3,t3pt,421,501,19,19,0,0,0,1
Phil Taylor,79,4,2,1,t1pt,402,402,60,T20,1,0,0,0
Phil Taylor,79,5,2,2,t2pt,342,402,60,T20,1,0,1,0
Phil Taylor,79,6,2,3,t3pt,282,402,1,1,0,0,0,1
Phil Taylor,79,7,3,1,t1pt,281,281,20,20,0,0,0,0
Phil Taylor,79,8,3,2,t2pt,261,281,19,19,0,0,1,0
Phil Taylor,79,9,3,3,t3pt,242,281,57,T19,1,0,0,1
Phil Taylor,79,10,4,1,t1pt,185,185,1,1,0,0,0,0
Phil Taylor,79,11,4,2,t2pt,184,185,60,T20,1,0,1,0
Phil Taylor,80,1,1,1,t1pt,501,501,20,20,0,1,0,0
Phil Taylor,80,2,1,2,t2pt,481,501,5,5,0,1,1,0
Phil Taylor,80,3,1,3,t3pt,476,501,57,T19,1,1,0,1
Phil Taylor,80,4,2,1,t1pt,419,419,20,20,0,1,0,0
Phil Taylor,80,5,2,2,t2pt,399,419,20,20,0,1,1,0
Phil Taylor,80,6,2,3,t3pt,379,419,60,T20,1,1,0,1
Phil Taylor,80,7,3,1,t1pt,319,319,20,20,0,1,0,0
Phil Taylor,80,8,3,2,t2pt,299,319,57,T19,1,1,1,0
Phil Taylor,80,9,3,3,t3pt,242,319,3,T1,0,1,0,1
Phil Taylor,80,10,4,1,t1pt,239,239,3,T1,0,1,0,0
Phil Taylor,80,11,4,2,t2pt,236,239,20,20,0,1,1,0
Phil Taylor,80,12,4,3,t3pt,216,239,57,T19,1,1,0,1
Phil Taylor,81,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,81,2,1,2,t2pt,441,501,20,20,0,0,1,0
Phil Taylor,81,3,1,3,t3pt,421,501,5,5,0,0,0,1
Phil Taylor,81,4,2,1,t1pt,416,416,20,20,0,0,0,0
Phil Taylor,81,5,2,2,t2pt,396,416,20,20,0,0,1,0
Phil Taylor,81,6,2,3,t3pt,376,416,60,T20,1,0,0,1
Phil Taylor,81,7,3,1,t1pt,316,316,3,T1,0,0,0,0
Phil Taylor,81,8,3,2,t2pt,313,316,20,20,0,0,1,0
Phil Taylor,81,9,3,3,t3pt,293,316,20,20,0,0,0,1
Phil Taylor,82,1,1,1,t1pt,501,501,60,T20,1,0,0,0
Phil Taylor,82,2,1,2,t2pt,441,501,15,T5,0,0,1,0
Phil Taylor,82,3,1,3,t3pt,426,501,20,20,0,0,0,1
Phil Taylor,82,4,2,1,t1pt,406,406,3,T1,0,0,0,0
Phil Taylor,82,5,2,2,t2pt,403,406,60,T20,1,0,1,0
Phil Taylor,82,6,2,3,t3pt,343,406,60,T20,1,0,0,1
Phil Taylor,82,7,3,1,t1pt,283,283,20,20,0,0,0,0
Phil Taylor,82,8,3,2,t2pt,263,283,57,T19,1,0,1,0
Phil Taylor,82,9,3,3,t3pt,206,283,18,18,0,0,0,1
Phil Taylor,82,10,4,1,t1pt,188,188,3,T1,0,0,0,0
Phil Taylor,82,11,4,2,t2pt,185,188,20,20,0,0,1,0
Phil Taylor,83,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,83,2,1,2,t2pt,481,501,19,19,0,0,1,0
Phil Taylor,83,3,1,3,t3pt,462,501,19,19,0,0,0,1
Phil Taylor,83,4,2,1,t1pt,443,443,60,T20,1,0,0,0
Phil Taylor,83,5,2,2,t2pt,383,443,60,T20,1,0,1,0
Phil Taylor,83,6,2,3,t3pt,323,443,20,20,0,0,0,1
Phil Taylor,83,7,3,1,t1pt,303,303,60,T20,1,0,0,0
Phil Taylor,83,8,3,2,t2pt,243,303,20,20,0,0,1,0
Phil Taylor,83,9,3,3,t3pt,223,303,20,20,0,0,0,1
Phil Taylor,83,10,4,1,t1pt,203,203,20,20,0,0,0,0
Phil Taylor,83,11,4,2,t2pt,183,203,60,T20,1,0,1,0
Phil Taylor,84,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,84,2,1,2,t2pt,481,501,60,T20,1,0,1,0
Phil Taylor,84,3,1,3,t3pt,421,501,19,19,0,0,0,1
Phil Taylor,84,4,2,1,t1pt,402,402,60,T20,1,0,0,0
Phil Taylor,84,5,2,2,t2pt,342,402,19,19,0,0,1,0
Phil Taylor,84,6,2,3,t3pt,323,402,19,19,0,0,0,1
Phil Taylor,84,7,3,1,t1pt,304,304,60,T20,1,0,0,0
Phil Taylor,84,8,3,2,t2pt,244,304,20,20,0,0,1,0
Phil Taylor,84,9,3,3,t3pt,224,304,20,20,0,0,0,1
Phil Taylor,84,10,4,1,t1pt,204,204,20,20,0,0,0,0
Phil Taylor,84,11,4,2,t2pt,184,204,20,20,0,0,1,0
Phil Taylor,85,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,85,2,1,2,t2pt,441,501,60,T20,1,1,1,0
Phil Taylor,85,3,1,3,t3pt,381,501,20,20,0,1,0,1
Phil Taylor,85,4,2,1,t1pt,361,361,20,20,0,1,0,0
Phil Taylor,85,5,2,2,t2pt,341,361,60,T20,1,1,1,0
Phil Taylor,85,6,2,3,t3pt,281,361,20,20,0,1,0,1
Phil Taylor,85,7,3,1,t1pt,261,261,20,20,0,1,0,0
Phil Taylor,85,8,3,2,t2pt,241,261,20,20,0,1,1,0
Phil Taylor,85,9,3,3,t3pt,221,261,60,T20,1,1,0,1
Phil Taylor,86,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,86,2,1,2,t2pt,481,501,20,20,0,0,1,0
Phil Taylor,86,3,1,3,t3pt,461,501,15,T5,0,0,0,1
Phil Taylor,86,4,2,1,t1pt,446,446,20,20,0,0,0,0
Phil Taylor,86,5,2,2,t2pt,426,446,20,20,0,0,1,0
Phil Taylor,86,6,2,3,t3pt,406,446,60,T20,1,0,0,1
Phil Taylor,86,7,3,1,t1pt,346,346,60,T20,1,0,0,0
Phil Taylor,86,8,3,2,t2pt,286,346,20,20,0,0,1,0
Phil Taylor,86,9,3,3,t3pt,266,346,60,T20,1,0,0,1
Phil Taylor,86,10,4,1,t1pt,206,206,1,1,0,0,0,0
Phil Taylor,86,11,4,2,t2pt,205,206,20,20,0,0,1,0
Phil Taylor,86,12,4,3,t3pt,185,206,20,20,0,0,0,1
Phil Taylor,87,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,87,2,1,2,t2pt,481,501,20,20,0,0,1,0
Phil Taylor,87,3,1,3,t3pt,461,501,20,20,0,0,0,1
Phil Taylor,87,4,2,1,t1pt,441,441,20,20,0,0,0,0
Phil Taylor,87,5,2,2,t2pt,421,441,60,T20,1,0,1,0
Phil Taylor,87,6,2,3,t3pt,361,441,5,5,0,0,0,1
Phil Taylor,87,7,3,1,t1pt,356,356,15,T5,0,0,0,0
Phil Taylor,87,8,3,2,t2pt,341,356,5,5,0,0,1,0
Phil Taylor,87,9,3,3,t3pt,336,356,60,T20,1,0,0,1
Phil Taylor,87,10,4,1,t1pt,276,276,20,20,0,0,0,0
Phil Taylor,87,11,4,2,t2pt,256,276,20,20,0,0,1,0
Phil Taylor,87,12,4,3,t3pt,236,276,60,T20,1,0,0,1
Phil Taylor,88,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,88,2,1,2,t2pt,441,501,20,20,0,1,1,0
Phil Taylor,88,3,1,3,t3pt,421,501,20,20,0,1,0,1
Phil Taylor,88,4,2,1,t1pt,401,401,20,20,0,1,0,0
Phil Taylor,88,5,2,2,t2pt,381,401,20,20,0,1,1,0
Phil Taylor,88,6,2,3,t3pt,361,401,20,20,0,1,0,1
Phil Taylor,88,7,3,1,t1pt,341,341,5,5,0,1,0,0
Phil Taylor,88,8,3,2,t2pt,336,341,20,20,0,1,1,0
Phil Taylor,88,9,3,3,t3pt,316,341,20,20,0,1,0,1
Phil Taylor,88,10,4,1,t1pt,296,296,20,20,0,1,0,0
Phil Taylor,88,11,4,2,t2pt,276,296,60,T20,1,1,1,0
Phil Taylor,88,12,4,3,t3pt,216,296,60,T20,1,1,0,1
Phil Taylor,89,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,89,2,1,2,t2pt,481,501,20,20,0,0,1,0
Phil Taylor,89,3,1,3,t3pt,461,501,60,T20,1,0,0,1
Phil Taylor,89,4,2,1,t1pt,401,401,20,20,0,0,0,0
Phil Taylor,89,5,2,2,t2pt,381,401,20,20,0,0,1,0
Phil Taylor,89,6,2,3,t3pt,361,401,20,20,0,0,0,1
Phil Taylor,89,7,3,1,t1pt,341,341,60,T20,1,0,0,0
Phil Taylor,89,8,3,2,t2pt,281,341,20,20,0,0,1,0
Phil Taylor,89,9,3,3,t3pt,261,341,60,T20,1,0,0,1
Phil Taylor,89,10,4,1,t1pt,201,201,15,T5,0,0,0,0
Phil Taylor,89,11,4,2,t2pt,186,201,60,T20,1,0,1,0
Phil Taylor,90,1,1,1,t1pt,501,501,20,20,0,1,0,0
Phil Taylor,90,2,1,2,t2pt,481,501,60,T20,1,1,1,0
Phil Taylor,90,3,1,3,t3pt,421,501,1,1,0,1,0,1
Phil Taylor,90,4,2,1,t1pt,420,420,15,T5,0,1,0,0
Phil Taylor,90,5,2,2,t2pt,405,420,60,T20,1,1,1,0
Phil Taylor,90,6,2,3,t3pt,345,420,57,T19,1,1,0,1
Phil Taylor,90,7,3,1,t1pt,288,288,60,T20,1,1,0,0
Phil Taylor,90,8,3,2,t2pt,228,288,20,20,0,1,1,0
Phil Taylor,90,9,3,3,t3pt,208,288,57,T19,1,1,0,1
Phil Taylor,91,1,1,1,t1pt,501,501,60,T20,1,1,0,0
Phil Taylor,91,2,1,2,t2pt,441,501,20,20,0,1,1,0
Phil Taylor,91,3,1,3,t3pt,421,501,57,T19,1,1,0,1
Phil Taylor,91,4,2,1,t1pt,364,364,60,T20,1,1,0,0
Phil Taylor,91,5,2,2,t2pt,304,364,20,20,0,1,1,0
Phil Taylor,91,6,2,3,t3pt,284,364,57,T19,1,1,0,1
Phil Taylor,91,7,3,1,t1pt,227,227,20,20,0,1,0,0
Phil Taylor,91,8,3,2,t2pt,207,227,20,20,0,1,1,0
Phil Taylor,91,9,3,3,t3pt,187,227,20,20,0,1,0,1
Phil Taylor,92,1,1,1,t1pt,501,501,15,T5,0,0,0,0
Phil Taylor,92,2,1,2,t2pt,486,501,20,20,0,0,1,0
Phil Taylor,92,3,1,3,t3pt,466,501,20,20,0,0,0,1
Phil Taylor,92,4,2,1,t1pt,446,446,20,20,0,0,0,0
Phil Taylor,92,5,2,2,t2pt,426,446,57,T19,1,0,1,0
Phil Taylor,92,6,2,3,t3pt,369,446,54,T18,1,0,0,1
Phil Taylor,92,7,3,1,t1pt,315,315,60,T20,1,0,0,0
Phil Taylor,92,8,3,2,t2pt,255,315,60,T20,1,0,1,0
Phil Taylor,92,9,3,3,t3pt,195,315,20,20,0,0,0,1
Phil Taylor,93,1,1,1,t1pt,501,501,20,20,0,0,0,0
Phil Taylor,93,2,1,2,t2pt,481,501,20,20,0,0,1,0
Phil Taylor,93,3,1,3,t3pt,461,501,60,T20,1,0,0,1
Phil Taylor,93,4,2,1,t1pt,401,401,5,5,0,0,0,0
Phil Taylor,93,5,2,2,t2pt,396,401,60,T20,1,0,1,0
Phil Taylor,93,6,2,3,t3pt,336,401,9,T3,0,0,0,1
Phil Taylor,93,7,3,1,t1pt,327,327,60,T20,1,0,0,0
Phil Taylor,93,8,3,2,t2pt,267,327,60,T20,1,0,1,0
Phil Taylor,93,9,3,3,t3pt,207,327,20,20,0,0,0,1
Phil Taylor,93,10,4,1,t1pt,187,187,5,5,0,0,0,0
Phil Taylor,93,11,4,2,t2pt,182,187,20,20,0,0,1,0
Phil Taylor,94,1,1,1,t1pt,501,501,60,T20,1,1,0,0
